gene_symbol	chromosome_name
KCNK15	20
KCNK15-AS1	20
KCNK17	6
KCNK2	1
KCNK5	6
KCNK6	19
KCNK9	8
KCNMB3P1	22
KCNMB4	12
KCNQ1	11
KCNQ1DN	11
KCNQ5-AS1	6
KCNQ5-IT1	6
KCNT2	1
KCNV2	9
KCP	7
KCTD11	17
KCTD4	13
KCTD9	8
KDELC1	13
KDELC1P1	5
KDELR2	7
KDF1	1
KDM2B	12
KDM3A	2
KDM4C	9
KDM4E	11
KDM6A	0
KHDC1	6
KHDC1L	6
KHDC1P1	6
KHDC3L	6
KHDRBS2	6
KHK	2
KHNYN	14
KIAA0087	7
KIAA0391	14
KIAA0513	16
KIAA0895	7
KIAA0922	4
KIAA1024	15
KIAA1143	3
KIAA1161	9
KIAA1191	5
KIAA1257	3
KIAA1324	1
KIAA1328	18
KIAA1551	12
KIAA1644	22
KIAA1683	19
KIAA1755	20
KIAA2026	9
KIDINS220	2
KIF11	10
KIF12	9
KIF13A	6
KIF15	3
KIF17	1
KIF18A	11
KIF1A	2
KIF1C	17
KIF20A	5
KIF21B	1
KIF22	16
KIF23	15
KIF26A	14
KIF26B	1
KIF2A	5
KIF3C	2
KIF6	6
KIF7	15
KIR2DL1	19
KIR2DL3	19
KIR3DL1	19
KIR3DL3	19
KIR3DP1	19
KIRREL2	19
KIRREL3	11
KISS1	1
KISS1R	19
KLF10	8
KLF15	3
KLF2P1	2
KLF4P1	9
KLHDC3	6
KLHL12	1
KLHL14	18
KLHL17	1
KLHL21	1
KLHL22	22
KLHL25	15
KLHL29	2
KLHL2P1	4
KLHL34	0
KLHL35	11
KLHL36	16
KLK15	19
KLK2	19
KLK6	19
KLK9	19
KLKB1	4
KLRAP1	12
KLRB1	12
KLRC4-KLRK1	12
KLRF2	12
KMT2A	11
KMT5C	19
KNG1	3
KNOP1P2	12
KNOP1P4	6
KPNA2	17
KPNA4	3
KPNA5	6
KRASP1	6
KREMEN1	22
KREMEN2	16
KRR1	12
KRT14	17
KRT16P1	17
KRT17	17
KRT17P2	17
KRT18P14	11
KRT18P18	16
KRT18P20	12
KRT18P28	1
KRT18P31	5
KRT18P32	1
KRT18P34	3
KRT18P35	3
KRT18P40	19
KRT18P44	0
KRT18P5	22
KRT18P52	2
KRT18P53	0
KRT18P54	4
KRT18P59	11
KRT18P6	14
KRT18P61	17
KRT18P65	6
KRT18P8	18
KRT2	12
KRT20	17
KRT32	17
KRT35	17
KRT36	17
KRT38	17
KRT40	17
KRT43P	17
KRT76	12
KRT8	12
KRT89P	12
KRT8P12	3
KRT8P14	0
KRT8P2	14
KRT8P21	1
KRT8P29	1
KRT8P30	2
KRT8P31	5
KRT8P32	5
KRT8P36	3
KRT8P38	10
KRT8P40	2
KRT8P46	4
KRT8P47	1
KRT8P49	11
KRT8P7	11
KRTAP13-4	21
KRTAP13-5P	21
KRTAP16-1	17
KRTAP19-5	21
KRTAP20-2	21
KRTAP21-1	21
KRTAP21-2	21
KRTAP21-4P	21
KRTAP24-1	21
KRTAP25-1	21
KRTAP26-1	21
KRTAP27-1	21
KRTAP29-1	17
KRTAP3-2	17
KRTAP3-3	17
KRTAP4-1	17
KRTAP4-12	17
KRTAP4-2	17
KRTAP4-3	17
KRTAP4-4	17
KRTAP4-5	17
KRTAP4-6	17
KRTAP5-3	11
KRTAP5-4	11
KRTAP5-5	11
KRTAP9-1	17
KRTAP9-10P	17
KRTAP9-11P	17
KRTAP9-12P	17
KRTAP9-2	17
KRTAP9-3	17
KRTAP9-4	17
KRTAP9-6	17
KRTAP9-7	17
KRTAP9-8	17
KRTAP9-9	17
KRTCAP3	2
KRTDAP	19
KSR1	17
KSR1P1	10
KYNUP1	17
KYNUP3	17
L1TD1	1
L3MBTL2	22
LACE1	6
LACTB2	8
LACTB2-AS1	8
LAGE3P1	9
LALBA	12
LAMB1	7
LAMB3	1
LAMB4	7
LAMC1	1
LAMC2	1
LAMC3	9
LAMP1	13
LAMP2	0
LAMTOR2	1
LAMTOR4	7
LAMTOR5	1
LAMTOR5-AS1	1
LANCL1	2
LANCL1-AS1	2
LAP3	4
LAP3P1	6
LAPTM4A	2
LARGE	22
LARGE-AS1	22
LARGE-IT1	22
LARP1P1	6
LARP4	12
LARP4B	10
LARP7P2	16
LARP7P3	18
LAT2	7
LAYN	11
LCA5	6
LCAT	16
LCMT1	16
LCMT1-AS2	16
LCN1	9
LCN15	9
LCN1P1	9
LCN1P2	9
LCN2	9
LCN8	9
LCNL1	9
LCOR	10
LDB2	4
LDHA	11
LDHAL6DP	11
LDHAP1	4
LDHAP4	9
LDLRAP1	1
LECT2	5
LELP1	1
LEMD3	12
LENG1	19
LETM2	8
LETMD1	12
LFNG	7
LGALS13	19
LGALS8-AS1	1
LGI4	19
LGMNP1	13
LHFPL3-AS2	7
LHFPL5	6
LHPP	10
LHX2	9
LHX5	12
LHX5-AS1	12
LHX6	9
LHX9	1
LIAS	4
LILRA2	19
LILRB4	19
LIMS2	2
LIMS3L	2
LIN52	14
LIN54	4
LINC00032	9
LINC00051	8
LINC00094	9
LINC00102	0
LINC00106	0
LINC00111	21
LINC00115	1
LINC00152	2
LINC00159	21
LINC00161	21
LINC00167	11
LINC00174	7
LINC00205	21
LINC00208	8
LINC00221	14
LINC00222	6
LINC00240	6
LINC00242	6
LINC00265-3P	23
LINC00266-1	20
LINC00266-3	6
LINC00266-4P	23
LINC00272	1
LINC00273	16
LINC00276	2
LINC00280	23
LINC00293	8
LINC00301	11
LINC00303	1
LINC00314	21
LINC00315	21
LINC00319	21
LINC00322	21
LINC00326	6
LINC00331	13
LINC00339	1
LINC00342	2
LINC00349	13
LINC00350	13
LINC00355	13
LINC00368	13
LINC00370	13
LINC00379	13
LINC00380	13
LINC00382	13
LINC00387	13
LINC00388	13
LINC00390	13
LINC00395	13
LINC00408	13
LINC00411	13
LINC00421	13
LINC00431	13
LINC00433	13
LINC00442	13
LINC00443	13
LINC00446	13
LINC00458	13
LINC00472	6
LINC00476	9
LINC00479	21
LINC00484	9
LINC00489	20
LINC00498	4
LINC00499	4
LINC00501	3
LINC00504	4
LINC00517	14
LINC00518	6
LINC00519	14
LINC00520	14
LINC00521	14
LINC00526	18
LINC00528	22
LINC00529	8
LINC00536	8
LINC00539	13
LINC00547	13
LINC00551	13
LINC00554	13
LINC00558	13
LINC00560	13
LINC00566	13
LINC00574	6
LINC00581	6
LINC00582	1
LINC00592	12
LINC00593	15
LINC00596	14
LINC00605	14
LINC00612	12
LINC00621	13
LINC00622	1
LINC00624	1
LINC00633	0
LINC00634	22
LINC00642	14
LINC00645	14
LINC00649	21
LINC00654	20
LINC00658	20
LINC00661	19
LINC00665	19
LINC00667	18
LINC00668	18
LINC00672	17
LINC00680	6
LINC00684	0
LINC00685	0
LINC00689	7
LINC00691	3
LINC00710	10
LINC00844	10
LINC00847	5
LINC00851	20
LINC00853	1
LINC00858	10
LINC00863	10
LINC00867	10
LINC00868	17
LINC00887	3
LINC00893	0
LINC00894	0
LINC00896	22
LINC00899	22
LINC00900	11
LINC00906	19
LINC00910	17
LINC00933	15
LINC00935	12
LINC00939	12
LINC00940	12
LINC00951	6
LINC00957	7
LINC00967	8
LINC00968	8
LINC00972	7
LINC00982	1
LINC00987	12
LINC00989	4
LINC00997	7
LINC00998	7
LINC01001	11
LINC01004	7
LINC01005	7
LINC01006	7
LINC01012	6
LINC01017	5
LINC01018	5
LINC01019	5
LINC01020	5
LINC01023	5
LINC01024	5
LINC01031	1
LINC01038	13
LINC01046	13
LINC01048	13
LINC01054	13
LINC01057	1
LINC01067	13
LINC01068	13
LINC01069	13
LINC01072	13
LINC01078	13
LINC01080	13
LINC01091	4
LINC01100	3
LINC01102	2
LINC01103	2
LINC01105	2
LINC01115	2
LINC01116	2
LINC01117	2
LINC01118	2
LINC01119	2
LINC01128	1
LINC01137	1
LINC01139	1
LINC01143	2
LINC01151	8
LINC01153	10
LINC01166	10
LINC01167	10
LINC01168	10
LINC01169	15
LINC01179	4
LINC01182	4
LINC01197	15
LINC01203	0
LINC01213	3
LINC01214	3
LINC01220	14
LINC01225	1
LINC01226	1
LINC01228	16
LINC01229	16
LINC01230	9
LINC01247	2
LINC01256	4
LINC01260	20
LINC01264	10
LINC01267	3
LINC01269	14
LINC01281	0
LINC01282	0
LINC01284	0
LINC01285	0
LINC01288	8
LINC01291	2
LINC01296	14
LINC01298	8
LINC01305	2
LINC01312	6
LINC01317	2
LINC01318	2
LINC01326	3
LINC01330	3
LINC01338	5
LINC01346	1
LINC01359	1
LINC01360	1
LINC01365	4
LINC01377	5
LINC01384	20
LINC01387	18
LINC01398	1
LINC01400	9
LINC01402	0
LINC01405	12
LINC01411	5
LINC01412	2
LINC01416	18
LINC01419	8
LINC01432	20
LINC01433	20
LINC01445	7
LINC01446	7
LINC01465	12
LINC01468	10
LINC01473	2
LINC01475	10
LINC01476	17
LINC01483	17
LINC01489	12
LINC01491	15
LINC01494	2
LINC01496	0
LINC01497	17
LINC01502	9
LINC01506	9
LINC01516	10
LINC01526	6
LINC01529	19
LINC01532	19
LINC01537	11
LINC01539	18
LINC01544	18
LINC01551	14
LINC01554	5
LINC01555	1
LINC01560	0
LINC01561	10
LINC01570	16
LINC01571	16
LINC01572	16
LINC01574	5
LINC01585	15
LINC01597	20
LINC01598	20
LINC01606	8
LINC01608	8
LINC01609	8
LINC01615	6
LINC01616	11
LINC01618	4
LINC01621	6
LINC01627	9
LINCMD1	6
LINGO1-AS2	15
LINGO4	1
LIPF	10
LIPI	21
LIPK	10
LITAF	16
LLGL1	17
LLGL2	17
LLPHP2	21
LMAN1	18
LMBR1	7
LMBRD1	6
LMCD1	3
LMCD1-AS1	3
LMLN	3
LMLN-AS1	3
LMNB2	19
LMNTD1	12
LMOD2	7
LMX1B	9
LNPEP	5
LONRF2P2	13
LOR	1
LOX	5
LOXL3	2
LPA	6
LPCAT2	16
LPCAT4	15
LPO	17
LRFN2	6
LRFN5	14
LRGUK	7
LRIG1	3
LRIG3	12
LRIT3	4
LRMP	12
LRP10	14
LRP5	11
LRP5L	22
LRPPRC	2
LRRC10B	11
LRRC14	8
LRRC15	3
LRRC18	10
LRRC24	8
LRRC34P2	4
LRRC36	16
LRRC37A	17
LRRC37A15P	4
LRRC37A17P	17
LRRC37A2	17
LRRC37A6P	10
LRRC3B	3
LRRC3C	17
LRRC41	1
LRRC46	17
LRRC47	1
LRRC4B	19
LRRC53	1
LRRC55	11
LRRC56	11
LRRC6	8
LRRC75A-AS1	17
LRRC8B	1
LRRC8C	1
LRRIQ1	12
LRRTM1	2
LRRTM3	10
LRWD1	7
LSM11	5
LSM14A	19
LSM3P2	12
LSM3P3	2
LSM3P4	4
LSM6	4
LSM6P2	12
LSMEM2	3
LSP1P1	13
LSS	21
LTK	15
LTV1P1	4
LUC7L	16
LURAP1	1
LURAP1L	9
LURAP1L-AS1	9
LUZP2	11
LVRN	5
LY6E	8
LY6G6C	6
LY6G6D	6
LY6G6F	6
LY75-CD302	2
LY86	6
LY86-AS1	6
LY96	8
LYARP1	2
LYG2	2
LYN	8
LYPD2	8
LYPD4	19
LYPD6	2
LYPD6B	2
LYPLA2P1	6
LYRM1	16
LYRM4	6
LYRM9	17
LYZL2	10
LYZL4	3
MACROD1	11
MAD2L1BP	6
MAEL	1
MAF	16
MAF1	8
MAFA	8
MAFA-AS1	8
MAFF	22
MAFK	7
MAFTRR	16
MAG	19
MAGEA10	0
MAGEA4	0
MAGEA5	0
MAGEB5	0
MAGEB6	0
MAGEB6P1	0
MAGED2	0
MAGED4B	0
MAGEE2	0
MAGEH1	0
MAGOH	1
MAGOHB	12
MAL	2
MALAT1	11
MAMDC2-AS1	9
MAML2	11
MAN1A1	6
MAN2A1	5
MAN2B1	19
MAN2C1	15
MANBA	4
MANSC1	12
MAP1B	5
MAP1LC3A	20
MAP1LC3C	1
MAP1S	19
MAP2	2
MAP2K1P1	8
MAP2K2	19
MAP2K7	19
MAP3K10	19
MAP3K13	3
MAP3K14	17
MAP3K14-AS1	17
MAP3K19	2
MAP3K6	1
MAP3K9	14
MAP4	3
MAP6	11
MAPK10	4
MAPK14	6
MAPK3	16
MAPK6	15
MAPK7	17
MAPK8	10
MAPK8IP1	11
MAPK8IP3	16
MAPKBP1	15
MAPT-IT1	17
MARK2	11
MARK2P11	5
MARK2P15	10
MARK4	19
MARS2	2
MARVELD2	5
MARVELD3	16
MAST2	1
MAST3	19
MAT2B	5
MATN4	20
MAU2	19
MB21D1	6
MB21D2	3
MBD3L2	19
MBD3L3	19
MBD4	3
MBNL1-AS1	3
MBOAT2	2
MBTD1	17
MBTPS1	16
MC2R	18
MC3R	20
MCAM	11
MCEMP1	19
MCF2	0
MCF2L2	3
MCIDAS	5
MCM10	10
MCM4	8
MCMBP	10
MCOLN1	19
MCTP2	15
MCTS1	0
MCU	10
MDGA1	6
MDH1	2
MDH1B	2
MDS2	1
MED10	5
MED15P1	14
MED15P3	2
MED15P6	14
MED15P9	2
MED19	11
MED26	19
MED27	9
MED28P6	15
MEDAG	13
MEF2BNBP1	12
MEFV	16
MEIG1	10
MEIOC	17
MEIS1	2
MEIS1-AS2	2
MEIS1-AS3	2
MEIS2	15
MEIS3P2	17
MELK	9
MEMO1P3	3
MEN1	11
MEOX2	7
MESDC2	15
METAP1	4
METRN	16
METTL13	1
METTL14	4
METTL15P3	0
METTL16	17
METTL18	1
METTL21B	12
METTL21EP	13
METTL24	6
METTL2B	7
METTL6	3
METTL7A	12
METTL7AP1	12
METTL7B	12
METTL8	2
MEX3C	18
MFAP2	1
MFF	2
MFN2	1
MFSD6	2
MFSD6L	17
MFSD7	4
MFSD9	2
MGA	15
MGAM2	7
MGAT4C	12
MGAT4D	4
MGAT5B	17
MGME1	20
MICAL3	22
MICALL2	7
MICU2	13
MID2	0
MIDN	19
MIER1	1
MILR1	17
MINOS1	1
MINOS1-NBL1	1
MIOS	7
MIOX	22
MIPEPP2	1
MIPEPP3	13
MIR100	11
MIR101-1	1
MIR101-2	9
MIR103A1	5
MIR103A2	20
MIR105-1	0
MIR105-2	0
MIR106A	0
MIR106B	7
MIR107	10
MIR10A	17
MIR10B	2
MIR1-1	20
MIR1178	12
MIR1179	15
MIR1180	17
MIR1181	19
MIR1182	1
MIR1183	7
MIR1184-1	0
MIR1184-2	0
MIR1184-3	0
MIR1185-1	14
MIR1185-2	14
MIR1193	14
MIR1197	14
MIR1199	19
MIR1-2	18
MIR1200	7
MIR1202	6
MIR1203	17
MIR1204	8
MIR1205	8
MIR1207	8
MIR1208	8
MIR122	18
MIR1224	3
MIR1225	16
MIR1226	3
MIR1227	19
MIR1228	12
MIR1229	5
MIR1231	1
MIR1233-1	15
MIR1233-2	15
MIR1234	8
MIR1236	6
MIR1237	11
MIR1238	19
MIR124-1	8
MIR124-2	8
MIR124-3	20
MIR1245A	2
MIR1247	14
MIR1248	3
MIR1249	22
MIR1250	17
MIR1251	12
MIR1252	12
MIR1253	17
MIR1254-1	10
MIR1254-2	10
MIR1255A	4
MIR1255B2	1
MIR1256	1
MIR1257	20
MIR1258	2
MIR125A	19
MIR125B1	11
MIR125B2	21
MIR126	9
MIR1260A	14
MIR1260B	11
MIR1261	11
MIR1262	1
MIR1263	3
MIR1265	10
MIR1266	15
MIR1267	13
MIR1268A	15
MIR1269A	4
MIR1269B	17
MIR127	14
MIR1270	19
MIR1271	5
MIR1272	15
MIR1273A	8
MIR1273C	6
MIR1273D	1
MIR1273E	17
MIR1273G	1
MIR1273H	16
MIR1275	6
MIR1276	15
MIR1277	0
MIR1278	1
MIR1281	22
MIR128-1	2
MIR1282	15
MIR128-2	3
MIR1283-1	19
MIR1283-2	19
MIR1284	3
MIR1285-1	7
MIR1285-2	2
MIR1286	22
MIR1287	10
MIR1288	17
MIR1289-1	20
MIR1289-2	5
MIR1290	1
MIR129-1	7
MIR1292	20
MIR1293	12
MIR1294	5
MIR1295A	1
MIR1296	10
MIR1298	0
MIR1299	9
MIR1301	2
MIR1302-10	15
MIR1302-11	19
MIR1302-2	1
MIR1302-3	2
MIR1302-4	2
MIR1302-5	20
MIR1302-6	7
MIR1302-8	9
MIR1302-9	9
MIR1303	5
MIR1305	4
MIR1306	22
MIR1307	10
MIR130A	11
MIR130B	22
MIR132	17
MIR1323	19
MIR1324	3
MIR133A1	18
MIR133A2	20
MIR133B	6
MIR134	14
MIR1343	11
MIR135A1	3
MIR135A2	12
MIR135B	1
MIR136	14
MIR137	1
MIR138-1	3
MIR138-2	16
MIR139	11
MIR140	16
MIR141	12
MIR142	17
MIR143	5
MIR144	17
MIR145	5
MIR1468	0
MIR1469	15
MIR146A	5
MIR146B	10
MIR1470	19
MIR1471	2
MIR147A	9
MIR147B	15
MIR148A	7
MIR148B	12
MIR149	2
MIR150	19
MIR151A	8
MIR151B	14
MIR152	17
MIR153-1	2
MIR153-2	7
MIR1537	1
MIR1538	16
MIR1539	18
MIR154	14
MIR155	21
MIR155HG	21
MIR1587	0
MIR15A	13
MIR15B	3
MIR16-1	13
MIR16-2	3
MIR17	13
MIR17HG	13
MIR181A1	1
MIR181A2	9
MIR181A2HG	9
MIR181B1	1
MIR181B2	9
MIR181C	19
MIR181D	19
MIR182	7
MIR1825	20
MIR1827	15
MIR183	7
MIR184	15
MIR185	22
MIR186	1
MIR187	18
MIR188	0
MIR18A	13
MIR18B	0
MIR1908	11
MIR1909	19
MIR190A	15
MIR190B	1
MIR191	3
MIR1911	0
MIR1912	0
MIR1913	6
MIR1914	20
MIR1915	10
MIR192	11
MIR193A	17
MIR193B	16
MIR194-1	1
MIR194-2	11
MIR195	17
MIR196A1	17
MIR196A2	12
MIR197	1
MIR1972-1	16
MIR1972-2	16
MIR1976	1
MIR199A1	19
MIR199A2	1
MIR199B	9
MIR19A	13
MIR19B1	13
MIR19B2	0
MIR200A	1
MIR200B	1
MIR200C	12
MIR202	10
MIR203A	14
MIR204	9
MIR205	1
MIR2053	8
MIR205HG	1
MIR206	6
MIR208A	14
MIR208B	14
MIR20A	13
MIR20B	0
MIR21	17
MIR210	11
MIR211	15
MIR2110	10
MIR2113	6
MIR2114	0
MIR2115	3
MIR2116	15
MIR2117	17
MIR212	17
MIR214	1
MIR215	1
MIR216A	2
MIR216B	2
MIR217	2
MIR218-1	4
MIR218-2	5
MIR219A1	6
MIR219B	9
MIR22	17
MIR221	0
MIR222	0
MIR223	0
MIR2276	13
MIR2277	5
MIR2278	9
MIR2355	2
MIR2392	14
MIR23B	9
MIR23C	0
MIR24-2	19
MIR2467	2
MIR25	7
MIR2681	13
MIR2682	1
MIR26A1	3
MIR26A2	12
MIR26B	2
MIR27A	19
MIR27B	9
MIR28	3
MIR2909	17
MIR296	20
MIR297	4
MIR298	20
MIR299	14
MIR29A	7
MIR29B1	7
MIR29B2	1
MIR29C	1
MIR300	14
MIR301A	17
MIR301B	22
MIR302A	4
MIR302B	4
MIR302C	4
MIR302D	4
MIR302E	11
MIR3064	17
MIR3074	9
MIR30A	6
MIR30B	8
MIR30C1	1
MIR30C2	6
MIR30D	8
MIR30E	1
MIR31	9
MIR3115	1
MIR3116-1	1
MIR3116-2	1
MIR3118-1	21
MIR3118-2	15
MIR3118-3	15
MIR3118-4	15
MIR3119-1	1
MIR3119-2	1
MIR3121	1
MIR3122	1
MIR3123	1
MIR3124	1
MIR3125	2
MIR3126	2
MIR3128	2
MIR3129	2
MIR3130-1	2
MIR3130-2	2
MIR3131	2
MIR3133	2
MIR3134	3
MIR3135A	3
MIR3135B	6
MIR3136	3
MIR3137	3
MIR3138	4
MIR3139	4
MIR3140	4
MIR3141	5
MIR3142	5
MIR3143	6
MIR3144	6
MIR3145	6
MIR3146	7
MIR3147	7
MIR3148	8
MIR3150A	8
MIR3150B	8
MIR3151	8
MIR3152	9
MIR3153	9
MIR3155A	10
MIR3156-1	10
MIR3156-2	18
MIR3156-3	21
MIR3157	10
MIR3158-1	10
MIR3158-2	10
MIR3159	11
MIR3160-1	11
MIR3160-2	11
MIR3161	11
MIR3162	11
MIR3163	11
MIR3164	11
MIR3165	11
MIR3166	11
MIR3167	11
MIR3168	13
MIR3169	13
MIR3170	13
MIR3171	14
MIR3173	14
MIR3174	15
MIR3175	15
MIR3176	16
MIR3177	16
MIR3178	16
MIR3179-1	16
MIR3179-2	16
MIR3179-3	16
MIR3179-4	16
MIR3180-1	16
MIR3180-2	16
MIR3180-3	16
MIR3180-4	16
MIR3180-5	16
MIR3181	16
MIR3182	16
MIR3183	17
MIR3184	17
MIR3185	17
MIR3186	17
MIR3187	19
MIR3188	19
MIR3189	19
MIR3190	19
MIR3191	19
MIR3193	20
MIR3194	20
MIR3195	20
MIR3196	20
MIR3197	21
MIR3198-1	22
MIR3198-2	12
MIR3199-1	22
MIR3199-2	22
MIR32	9
MIR3201	22
MIR3202-1	0
MIR3202-2	0
MIR320A	8
MIR320B1	1
MIR320B2	1
MIR320C1	18
MIR320C2	18
MIR320D1	13
MIR320D2	0
MIR320E	19
MIR323A	14
MIR323B	14
MIR324	17
MIR325	0
MIR325HG	0
MIR328	16
MIR329-1	14
MIR329-2	14
MIR330	19
MIR331	12
MIR335	7
MIR339	7
MIR33A	22
MIR33B	17
MIR340	5
MIR342	14
MIR345	14
MIR346	10
MIR34A	1
MIR34B	11
MIR34C	11
MIR3609	7
MIR361	0
MIR3610	8
MIR3611	10
MIR3612	12
MIR3613	13
MIR3614	17
MIR3615	17
MIR3616	20
MIR3617	20
MIR3618	22
MIR3619	22
MIR362	0
MIR3620	1
MIR3621	9
MIR3622A	8
MIR3622B	8
MIR363	0
MIR3646	20
MIR3648-1	21
MIR3648-2	21
MIR3649	12
MIR3650	5
MIR3651	9
MIR3652	12
MIR3653	22
MIR3655	5
MIR3656	11
MIR3657	12
MIR3659	1
MIR365A	16
MIR365B	17
MIR3660	5
MIR3661	5
MIR3663	10
MIR3664	11
MIR3666	7
MIR3667	22
MIR3668	6
MIR367	4
MIR3670-1	16
MIR3670-2	16
MIR3670-3	16
MIR3670-4	16
MIR3671	1
MIR3672	0
MIR3675	1
MIR3677	16
MIR3678	17
MIR3679	2
MIR3680-1	16
MIR3680-2	16
MIR3681	2
MIR3682	2
MIR3683	7
MIR3684	4
MIR3685	12
MIR3686	8
MIR3687-1	21
MIR3687-2	21
MIR3688-1	4
MIR3688-2	4
MIR3689A	9
MIR3689B	9
MIR3689C	9
MIR3689D1	9
MIR3689D2	9
MIR3689E	9
MIR3689F	9
MIR369	14
MIR3690	0
MIR3691	6
MIR3692	6
MIR370	14
MIR3713	15
MIR3714	3
MIR371A	19
MIR372	19
MIR373	19
MIR374A	0
MIR374B	0
MIR375	2
MIR376A1	14
MIR376B	14
MIR376C	14
MIR377	14
MIR378A	5
MIR378C	10
MIR378D1	4
MIR378D2	8
MIR378E	5
MIR378F	1
MIR378G	1
MIR378H	5
MIR378I	22
MIR378J	17
MIR379	14
MIR381	14
MIR382	14
MIR383	8
MIR3907	7
MIR3908	12
MIR3909	22
MIR3910-1	9
MIR3911	9
MIR3912	5
MIR3913-1	12
MIR3913-2	12
MIR3914-1	7
MIR3914-2	7
MIR3915	0
MIR3916	1
MIR3917	1
MIR3918	6
MIR3919	3
MIR3920	11
MIR3921	3
MIR3922	12
MIR3923	3
MIR3924	10
MIR3925	6
MIR3926-1	8
MIR3926-2	8
MIR3927	9
MIR3928	22
MIR3929	18
MIR3934	6
MIR3935	16
MIR3936	5
MIR3937	0
MIR3939	6
MIR3940	19
MIR3941	10
MIR3942	15
MIR3943	7
MIR3944	10
MIR3945	4
MIR3960	9
MIR3972	1
MIR3973	11
MIR3976	18
MIR3976HG	18
MIR3978	0
MIR409	14
MIR410	14
MIR411	14
MIR412	14
MIR421	0
MIR423	17
MIR424	0
MIR4252	1
MIR4253	1
MIR4254	1
MIR4255	1
MIR4257	1
MIR4258	1
MIR4259	1
MIR4261	2
MIR4262	2
MIR4263	2
MIR4264	2
MIR4265	2
MIR4266	2
MIR4267	2
MIR4268	2
MIR4270	3
MIR4271	3
MIR4273	3
MIR4274	4
MIR4276	4
MIR4277	5
MIR4279	5
MIR4281	5
MIR4282	6
MIR4283-1	7
MIR4283-2	7
MIR4284	7
MIR4285	7
MIR4286	8
MIR4287	8
MIR4288	8
MIR4289	9
MIR429	1
MIR4290	9
MIR4291	9
MIR4292	9
MIR4293	10
MIR4294	10
MIR4295	10
MIR4296	10
MIR4297	10
MIR4298	11
MIR4299	11
MIR4300	11
MIR4301	11
MIR4303	12
MIR4304	12
MIR4305	13
MIR4306	13
MIR4307	14
MIR4307HG	14
MIR4308	14
MIR4309	14
MIR431	14
MIR4310	15
MIR4311	15
MIR4312	15
MIR4313	15
MIR4314	17
MIR4316	17
MIR4318	18
MIR4319	18
MIR432	14
MIR4321	19
MIR4322	19
MIR4324	19
MIR4325	20
MIR4326	20
MIR4327	21
MIR4329	0
MIR433	14
MIR4330	0
MIR4417	1
MIR4418	1
MIR4419A	1
MIR4419B	12
MIR4420	1
MIR4421	1
MIR4422	1
MIR4423	1
MIR4424	1
MIR4425	1
MIR4428	1
MIR4429	2
MIR4431	2
MIR4432	2
MIR4433B	2
MIR4435-1	2
MIR4435-2	2
MIR4436A	2
MIR4436B1	2
MIR4436B2	2
MIR4437	2
MIR4438	2
MIR4439	2
MIR4440	2
MIR4441	2
MIR4442	3
MIR4443	3
MIR4444-1	2
MIR4444-2	3
MIR4445	3
MIR4446	3
MIR4447	3
MIR4448	3
MIR4449	4
MIR4450	4
MIR4452	4
MIR4453	4
MIR4455	4
MIR4456	5
MIR4457	5
MIR4458	5
MIR4459	5
MIR4460	5
MIR4461	5
MIR4462	6
MIR4463	6
MIR4464	6
MIR4465	6
MIR4466	6
MIR4467	7
MIR4468	7
MIR4469	8
MIR4470	8
MIR4471	8
MIR4472-1	8
MIR4472-2	12
MIR4473	9
MIR4474	9
MIR4475	9
MIR4476	9
MIR4477A	9
MIR4477B	9
MIR4478	9
MIR4479	9
MIR448	0
MIR4480	10
MIR4482	10
MIR4484	10
MIR4486	11
MIR4487	11
MIR4488	11
MIR4489	11
MIR4490	11
MIR4491	11
MIR4492	11
MIR4493	11
MIR4494	12
MIR4495	12
MIR4498	12
MIR4499	13
MIR449A	5
MIR449B	5
MIR449C	5
MIR4500	13
MIR4502	13
MIR4503	14
MIR4504	14
MIR4505	14
MIR4506	14
MIR4508	15
MIR4509-1	15
MIR4509-2	15
MIR4509-3	15
MIR450A1	0
MIR450A2	0
MIR450B	0
MIR4511	15
MIR4512	15
MIR4513	15
MIR4514	15
MIR4515	15
MIR4516	16
MIR4517	16
MIR4518	16
MIR4519	16
MIR451A	17
MIR451B	17
MIR452	0
MIR4520-1	17
MIR4522	17
MIR4523	17
MIR4524B	17
MIR4525	17
MIR4526	18
MIR4527	18
MIR4528	18
MIR4529	18
MIR4530	19
MIR4532	20
MIR4533	20
MIR4534	22
MIR4535	22
MIR4537	14
MIR4538	14
MIR4539	14
MIR454	17
MIR4540	9
MIR455	9
MIR4632	1
MIR4633	5
MIR4634	5
MIR4635	5
MIR4636	5
MIR4637	5
MIR4638	5
MIR4639	6
MIR4640	6
MIR4641	6
MIR4642	6
MIR4643	6
MIR4644	6
MIR4645	6
MIR4646	6
MIR4647	6
MIR4648	7
MIR4649	7
MIR4650-1	7
MIR4650-2	7
MIR4651	7
MIR4652	7
MIR4653	7
MIR4654	1
MIR4655	7
MIR4656	7
MIR4657	7
MIR4658	7
MIR4659A	8
MIR4659B	8
MIR466	3
MIR4660	8
MIR4661	8
MIR4662A	8
MIR4662B	8
MIR4663	8
MIR4664	8
MIR4665	9
MIR4666A	1
MIR4666B	0
MIR4668	9
MIR4669	9
MIR4670	9
MIR4671	1
MIR4672	9
MIR4673	9
MIR4674	9
MIR4675	10
MIR4677	1
